"transactionId","userId","ageGroup","gender","date","amount","merchant","source","paymentMethod","category","type","importBatchId","createdAt"
"DUMMY-2026-0140","presentation_demo_user","30s","unspecified","2026-05-22","170","Netflix サンプル","VISA","VISA","娯楽","expense","DUMMY-BATCH-202605","2026-09-02T12:00:00Z"
"DUMMY-2026-0143","presentation_demo_user","30s","unspecified","2026-05-23","77","JR東日本 サンプル","PayPay","PayPay","交通費","expense","DUMMY-BATCH-202605","2026-09-02T12:00:00Z"
"DUMMY-2026-0142","presentation_demo_user","30s","unspecified","2026-05-25","170","みどりクリニック サンプル","JCB","JCB","医療費","expense","DUMMY-BATCH-202605","2026-09-02T12:00:00Z"
"DUMMY-2026-0145","presentation_demo_user","30s","unspecified","2026-05-26","153","東京電力 サンプル","JCB","JCB","光熱費","expense","DUMMY-BATCH-202605","2026-09-02T12:00:00Z"
"DUMMY-2026-0126","presentation_demo_user","30s","unspecified","2026-05-27","425","サンプルサービスF","VISA","VISA","その他","expense","DUMMY-BATCH-202605","2026-09-02T12:00:00Z"
"DUMMY-2026-0151","presentation_demo_user","30s","unspecified","2026-06-02","450","サンプルサービスA","PayPay","PayPay","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0174","presentation_demo_user","30s","unspecified","2026-06-02","81","ENEOS サンプル店","VISA","VISA","交通費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0177","presentation_demo_user","30s","unspecified","2026-06-03","144","docomo サンプル","JCB","JCB","通信費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0159","presentation_demo_user","30s","unspecified","2026-06-05","1580","イオン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0176","presentation_demo_user","30s","unspecified","2026-06-05","162","東京ガス サンプル","VISA","VISA","光熱費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0157","presentation_demo_user","30s","unspecified","2026-06-06","450","サンプルサービスG","PayPay","PayPay","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0179","presentation_demo_user","30s","unspecified","2026-06-06","99","サンプル家賃","JCB","JCB","住居費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0152","presentation_demo_user","30s","unspecified","2026-06-07","450","サンプルサービスB","JCB","JCB","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0163","presentation_demo_user","30s","unspecified","2026-06-08","1638","Amazon サンプル購入","JCB","JCB","ネットでの購入","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0178","presentation_demo_user","30s","unspecified","2026-06-08","144","NTT サンプル","VISA","VISA","通信費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0160","presentation_demo_user","30s","unspecified","2026-06-10","1580","セブンイレブン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0158","presentation_demo_user","30s","unspecified","2026-06-11","450","サンプルサービスH","JCB","JCB","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0165","presentation_demo_user","30s","unspecified","2026-06-11","972","マツモトキヨシ サンプル店","PayPay","PayPay","日用品","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0180","presentation_demo_user","30s","unspecified","2026-06-11","99","サンプル住宅ローン","VISA","VISA","住居費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0153","presentation_demo_user","30s","unspecified","2026-06-12","450","サンプルサービスC","VISA","VISA","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0164","presentation_demo_user","30s","unspecified","2026-06-13","1638","楽天市場 サンプル購入","VISA","VISA","ネットでの購入","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0167","presentation_demo_user","30s","unspecified","2026-06-14","585","ユニクロ サンプル店","JCB","JCB","衣服費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0161","presentation_demo_user","30s","unspecified","2026-06-15","1579","スターバックス サンプル店","JCB","JCB","食費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0166","presentation_demo_user","30s","unspecified","2026-06-16","972","ニトリ サンプル店","JCB","JCB","日用品","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0154","presentation_demo_user","30s","unspecified","2026-06-17","450","サンプルサービスD","PayPay","PayPay","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0169","presentation_demo_user","30s","unspecified","2026-06-17","180","TOHOシネマズ サンプル","JCB","JCB","娯楽","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0168","presentation_demo_user","30s","unspecified","2026-06-19","585","ABC-MART サンプル店","VISA","VISA","衣服費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0162","presentation_demo_user","30s","unspecified","2026-06-20","1579","サイゼリヤ サンプル店","VISA","VISA","食費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0171","presentation_demo_user","30s","unspecified","2026-06-20","180","さくら歯科 サンプル","PayPay","PayPay","医療費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0155","presentation_demo_user","30s","unspecified","2026-06-22","450","サンプルサービスE","JCB","JCB","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0170","presentation_demo_user","30s","unspecified","2026-06-22","180","Netflix サンプル","VISA","VISA","娯楽","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0173","presentation_demo_user","30s","unspecified","2026-06-23","81","JR東日本 サンプル","PayPay","PayPay","交通費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0172","presentation_demo_user","30s","unspecified","2026-06-25","180","みどりクリニック サンプル","JCB","JCB","医療費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0175","presentation_demo_user","30s","unspecified","2026-06-26","162","東京電力 サンプル","JCB","JCB","光熱費","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0156","presentation_demo_user","30s","unspecified","2026-06-27","450","サンプルサービスF","VISA","VISA","その他","expense","DUMMY-BATCH-202606","2026-09-02T12:00:00Z"
"DUMMY-2026-0181","presentation_demo_user","30s","unspecified","2026-07-02","450","サンプルサービスA","PayPay","PayPay","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0204","presentation_demo_user","30s","unspecified","2026-07-02","81","ENEOS サンプル店","VISA","VISA","交通費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0207","presentation_demo_user","30s","unspecified","2026-07-03","144","docomo サンプル","JCB","JCB","通信費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0189","presentation_demo_user","30s","unspecified","2026-07-05","1580","イオン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0206","presentation_demo_user","30s","unspecified","2026-07-05","162","東京ガス サンプル","VISA","VISA","光熱費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0187","presentation_demo_user","30s","unspecified","2026-07-06","450","サンプルサービスG","PayPay","PayPay","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0209","presentation_demo_user","30s","unspecified","2026-07-06","99","サンプル家賃","JCB","JCB","住居費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0182","presentation_demo_user","30s","unspecified","2026-07-07","450","サンプルサービスB","JCB","JCB","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0193","presentation_demo_user","30s","unspecified","2026-07-08","1638","Amazon サンプル購入","JCB","JCB","ネットでの購入","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0208","presentation_demo_user","30s","unspecified","2026-07-08","144","NTT サンプル","VISA","VISA","通信費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0190","presentation_demo_user","30s","unspecified","2026-07-10","1580","セブンイレブン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0188","presentation_demo_user","30s","unspecified","2026-07-11","450","サンプルサービスH","JCB","JCB","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0195","presentation_demo_user","30s","unspecified","2026-07-11","972","マツモトキヨシ サンプル店","PayPay","PayPay","日用品","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0210","presentation_demo_user","30s","unspecified","2026-07-11","99","サンプル住宅ローン","VISA","VISA","住居費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0183","presentation_demo_user","30s","unspecified","2026-07-12","450","サンプルサービスC","VISA","VISA","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0194","presentation_demo_user","30s","unspecified","2026-07-13","1638","楽天市場 サンプル購入","VISA","VISA","ネットでの購入","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0197","presentation_demo_user","30s","unspecified","2026-07-14","585","ユニクロ サンプル店","JCB","JCB","衣服費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0191","presentation_demo_user","30s","unspecified","2026-07-15","1579","スターバックス サンプル店","JCB","JCB","食費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0196","presentation_demo_user","30s","unspecified","2026-07-16","972","ニトリ サンプル店","JCB","JCB","日用品","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0184","presentation_demo_user","30s","unspecified","2026-07-17","450","サンプルサービスD","PayPay","PayPay","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0199","presentation_demo_user","30s","unspecified","2026-07-17","180","TOHOシネマズ サンプル","JCB","JCB","娯楽","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0198","presentation_demo_user","30s","unspecified","2026-07-19","585","ABC-MART サンプル店","VISA","VISA","衣服費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0192","presentation_demo_user","30s","unspecified","2026-07-20","1579","サイゼリヤ サンプル店","VISA","VISA","食費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0201","presentation_demo_user","30s","unspecified","2026-07-20","180","さくら歯科 サンプル","PayPay","PayPay","医療費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0185","presentation_demo_user","30s","unspecified","2026-07-22","450","サンプルサービスE","JCB","JCB","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0200","presentation_demo_user","30s","unspecified","2026-07-22","180","Netflix サンプル","VISA","VISA","娯楽","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0203","presentation_demo_user","30s","unspecified","2026-07-23","81","JR東日本 サンプル","PayPay","PayPay","交通費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0202","presentation_demo_user","30s","unspecified","2026-07-25","180","みどりクリニック サンプル","JCB","JCB","医療費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0205","presentation_demo_user","30s","unspecified","2026-07-26","162","東京電力 サンプル","JCB","JCB","光熱費","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0186","presentation_demo_user","30s","unspecified","2026-07-27","450","サンプルサービスF","VISA","VISA","その他","expense","DUMMY-BATCH-202607","2026-09-02T12:00:00Z"
"DUMMY-2026-0211","presentation_demo_user","30s","unspecified","2026-08-02","475","サンプルサービスA","PayPay","PayPay","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0234","presentation_demo_user","30s","unspecified","2026-08-02","85","ENEOS サンプル店","VISA","VISA","交通費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0237","presentation_demo_user","30s","unspecified","2026-08-03","152","docomo サンプル","JCB","JCB","通信費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0219","presentation_demo_user","30s","unspecified","2026-08-05","1668","イオン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0236","presentation_demo_user","30s","unspecified","2026-08-05","171","東京ガス サンプル","VISA","VISA","光熱費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0217","presentation_demo_user","30s","unspecified","2026-08-06","475","サンプルサービスG","PayPay","PayPay","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0239","presentation_demo_user","30s","unspecified","2026-08-06","105","サンプル家賃","JCB","JCB","住居費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0212","presentation_demo_user","30s","unspecified","2026-08-07","475","サンプルサービスB","JCB","JCB","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0223","presentation_demo_user","30s","unspecified","2026-08-08","1729","Amazon サンプル購入","JCB","JCB","ネットでの購入","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0238","presentation_demo_user","30s","unspecified","2026-08-08","152","NTT サンプル","VISA","VISA","通信費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0220","presentation_demo_user","30s","unspecified","2026-08-10","1667","セブンイレブン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0218","presentation_demo_user","30s","unspecified","2026-08-11","475","サンプルサービスH","JCB","JCB","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0225","presentation_demo_user","30s","unspecified","2026-08-11","1026","マツモトキヨシ サンプル店","PayPay","PayPay","日用品","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0240","presentation_demo_user","30s","unspecified","2026-08-11","104","サンプル住宅ローン","VISA","VISA","住居費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0213","presentation_demo_user","30s","unspecified","2026-08-12","475","サンプルサービスC","VISA","VISA","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0224","presentation_demo_user","30s","unspecified","2026-08-13","1729","楽天市場 サンプル購入","VISA","VISA","ネットでの購入","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0227","presentation_demo_user","30s","unspecified","2026-08-14","618","ユニクロ サンプル店","JCB","JCB","衣服費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0221","presentation_demo_user","30s","unspecified","2026-08-15","1667","スターバックス サンプル店","JCB","JCB","食費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0226","presentation_demo_user","30s","unspecified","2026-08-16","1026","ニトリ サンプル店","JCB","JCB","日用品","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0214","presentation_demo_user","30s","unspecified","2026-08-17","475","サンプルサービスD","PayPay","PayPay","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0229","presentation_demo_user","30s","unspecified","2026-08-17","190","TOHOシネマズ サンプル","JCB","JCB","娯楽","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0228","presentation_demo_user","30s","unspecified","2026-08-19","617","ABC-MART サンプル店","VISA","VISA","衣服費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0222","presentation_demo_user","30s","unspecified","2026-08-20","1667","サイゼリヤ サンプル店","VISA","VISA","食費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0231","presentation_demo_user","30s","unspecified","2026-08-20","190","さくら歯科 サンプル","PayPay","PayPay","医療費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0215","presentation_demo_user","30s","unspecified","2026-08-22","475","サンプルサービスE","JCB","JCB","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0230","presentation_demo_user","30s","unspecified","2026-08-22","190","Netflix サンプル","VISA","VISA","娯楽","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0233","presentation_demo_user","30s","unspecified","2026-08-23","86","JR東日本 サンプル","PayPay","PayPay","交通費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0232","presentation_demo_user","30s","unspecified","2026-08-25","190","みどりクリニック サンプル","JCB","JCB","医療費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0235","presentation_demo_user","30s","unspecified","2026-08-26","171","東京電力 サンプル","JCB","JCB","光熱費","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0216","presentation_demo_user","30s","unspecified","2026-08-27","475","サンプルサービスF","VISA","VISA","その他","expense","DUMMY-BATCH-202608","2026-09-02T12:00:00Z"
"DUMMY-2026-0241","presentation_demo_user","30s","unspecified","2026-09-01","350","サンプルサービスA","PayPay","PayPay","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0243","presentation_demo_user","30s","unspecified","2026-09-01","350","サンプルサービスC","VISA","VISA","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0245","presentation_demo_user","30s","unspecified","2026-09-01","350","サンプルサービスE","JCB","JCB","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0247","presentation_demo_user","30s","unspecified","2026-09-01","350","サンプルサービスG","PayPay","PayPay","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0250","presentation_demo_user","30s","unspecified","2026-09-01","1229","セブンイレブン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0252","presentation_demo_user","30s","unspecified","2026-09-01","1228","サイゼリヤ サンプル店","VISA","VISA","食費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0253","presentation_demo_user","30s","unspecified","2026-09-01","1274","Amazon サンプル購入","JCB","JCB","ネットでの購入","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0256","presentation_demo_user","30s","unspecified","2026-09-01","756","ニトリ サンプル店","JCB","JCB","日用品","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0257","presentation_demo_user","30s","unspecified","2026-09-01","455","ユニクロ サンプル店","JCB","JCB","衣服費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0260","presentation_demo_user","30s","unspecified","2026-09-01","140","Netflix サンプル","VISA","VISA","娯楽","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0261","presentation_demo_user","30s","unspecified","2026-09-01","140","さくら歯科 サンプル","PayPay","PayPay","医療費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0264","presentation_demo_user","30s","unspecified","2026-09-01","63","ENEOS サンプル店","VISA","VISA","交通費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0265","presentation_demo_user","30s","unspecified","2026-09-01","126","東京電力 サンプル","JCB","JCB","光熱費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0268","presentation_demo_user","30s","unspecified","2026-09-01","112","NTT サンプル","VISA","VISA","通信費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0269","presentation_demo_user","30s","unspecified","2026-09-01","77","サンプル家賃","JCB","JCB","住居費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0242","presentation_demo_user","30s","unspecified","2026-09-02","350","サンプルサービスB","JCB","JCB","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0244","presentation_demo_user","30s","unspecified","2026-09-02","350","サンプルサービスD","PayPay","PayPay","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0246","presentation_demo_user","30s","unspecified","2026-09-02","350","サンプルサービスF","VISA","VISA","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0248","presentation_demo_user","30s","unspecified","2026-09-02","350","サンプルサービスH","JCB","JCB","その他","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0249","presentation_demo_user","30s","unspecified","2026-09-02","1229","イオン サンプル店","PayPay","PayPay","食費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0251","presentation_demo_user","30s","unspecified","2026-09-02","1228","スターバックス サンプル店","JCB","JCB","食費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0254","presentation_demo_user","30s","unspecified","2026-09-02","1274","楽天市場 サンプル購入","VISA","VISA","ネットでの購入","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0255","presentation_demo_user","30s","unspecified","2026-09-02","756","マツモトキヨシ サンプル店","PayPay","PayPay","日用品","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0258","presentation_demo_user","30s","unspecified","2026-09-02","455","ABC-MART サンプル店","VISA","VISA","衣服費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0259","presentation_demo_user","30s","unspecified","2026-09-02","140","TOHOシネマズ サンプル","JCB","JCB","娯楽","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0262","presentation_demo_user","30s","unspecified","2026-09-02","140","みどりクリニック サンプル","JCB","JCB","医療費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0263","presentation_demo_user","30s","unspecified","2026-09-02","63","JR東日本 サンプル","PayPay","PayPay","交通費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0266","presentation_demo_user","30s","unspecified","2026-09-02","126","東京ガス サンプル","VISA","VISA","光熱費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0267","presentation_demo_user","30s","unspecified","2026-09-02","112","docomo サンプル","JCB","JCB","通信費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
"DUMMY-2026-0270","presentation_demo_user","30s","unspecified","2026-09-02","77","サンプル住宅ローン","VISA","VISA","住居費","expense","DUMMY-BATCH-202609","2026-09-02T12:00:00Z"
